"id","title","kana","cats","area","venue","venue_url","pref","start_date","end_date","date","dates","open_time","start_time","end_time","date_note","backup_date","status","rank","series_id","announced_date","is_additional","onsale_label","onsale_start","onsale_start_time","onsale_end","onsale_end_time","limited_sale","price","price_official","price_best","discount_pct","best_source","coupon_note","price_checked","price_condition","source","url","official_url","lat","lng","desc","note","parking","nearest_station"
"264","THE MASKS 仮面に魅せられた人々","","art","東京都・千代田区","静嘉堂文庫美術館","https://www.seikado.or.jp/","tokyo","2026-11-21","2027-01-17","","","","","","前期11/21-12/20、後期12/22-1/17","","","","","","","","","","","","","一般1,500円","1500","","","","","2026-08-22","","公式サイト","https://www.seikado.or.jp/","https://www.seikado.or.jp/","35.6803","139.7629","古今東西の仮面をテーマに、人々を魅了してきた造形の力を紹介する展覧会。信仰や芸能の場で用いられてきた仮面の多彩な表情を、前後期にわたり通観する、静嘉堂文庫美術館の冬の企画展。","","",""
"265","蜷川実花展 はじまりの光","","art","埼玉県・川口市","川口市立美術館","","saitama","2026-09-12","2026-11-29","","","9:30","","17:00","月曜休館（祝日の場合は翌日）","","","","","","","","","","","","","観覧料別途","","","","","","2026-09-05","","公式サイト","https://www.city.kawagoe.saitama.jp/artmuseum/","https://www.city.kawagoe.saitama.jp/artmuseum/","","","写真家・映画監督の蜷川実花による大規模展覧会。彼女の代表作から最新作までを網羅。色彩豊かな世界観を体験できる。","","美術館駐車場（有料）","川口駅（徒歩15分）"
"266","ムーミンバレーパークのハーベスト2026","","fest","埼玉県・飯能市","メッツァビレッジ","","saitama","2026-09-12","2026-10-25","","","","","","","","","","","","","","","","","","","1デーパスに含まれる","","","","","","","","メッツァビレッジ公式サイト","https://metsa-hanno.com/","https://metsa-hanno.com/","","","秋の収穫をテーマにしたフェスティバル。北欧の食文化と秋の風情を体験できる。","","",""
"267","企画展「内間安瑆・俊子展 色を織り、記憶を紡ぐ」","","art","埼玉県・さいたま市","埼玉県立近代美術館","https://pref.spec.ed.jp/momas/","saitama","2026-10-10","2027-01-17","","","","","","","","","","","","","","","","","","","一般1,400円／大高生1,120円（中学生以下無料）","1400","","","","","2026-09-05","","埼玉県立近代美術館公式サイト","https://pref.spec.ed.jp/momas/","https://pref.spec.ed.jp/momas/","35.869598","139.643019","織物を通じた家族の物語。色彩と織りの技法で表現される記憶と芸術。","","あり","JR北浦和駅西口 徒歩3分"
"268","STATION WORK by JR東日本 TOIRO","","tech","埼玉県・さいたま市","さいたまスーパーアリーナ","","saitama","2026-09-01","2026-09-30","","","","","","","","","","","","","","","","","","","","","","","","","","","さいたまスーパーアリーナ公式サイト","https://www.saitama-arena.co.jp/","https://www.saitama-arena.co.jp/","35.8949","139.6308","JR東日本のスマートオフィスプログラムの展示。最新のワークスペース設計を体験できる。","","",""
"269","いいオフィスさいたま新都心 by TOIRO","","tech","埼玉県・さいたま市","さいたまスーパーアリーナ","","saitama","2026-09-01","2026-09-30","","","","","","","","","","","","","","","","","","","ドロップイン：2時間550円／1day 2,200円","2200","","","","","2026-09-21","","さいたまスーパーアリーナ公式サイト","https://www.saitama-arena.co.jp/","https://www.saitama-arena.co.jp/","35.8949","139.6308","コワーキングスペースの紹介展示。新しいワークスタイルとコミュニティの可能性を提示。","","",""
"270","こどもまんなかテラス","","fam","埼玉県・さいたま市","さいたまスーパーアリーナ","","saitama","2026-09-26","2026-09-27","","","","","","","","","","","","","","","","","","","無料","","","","","","","","さいたまスーパーアリーナ公式サイト","https://www.saitama-arena.co.jp/","https://www.saitama-arena.co.jp/","35.8949","139.6308","子どもを中心にした体験型イベント。遊びと学びが融合した親子向けのプログラム。","","",""
"271","彩SAKEフェス2026","","food","埼玉県・さいたま市","さいたまスーパーアリーナ","","saitama","2026-09-29","2026-09-29","","","","","","","","","","","","","","","","","","","有料","","","","","","","","さいたまスーパーアリーナ公式サイト","https://www.saitama-arena.co.jp/","https://www.saitama-arena.co.jp/","35.8949","139.6308","埼玉県産の日本酒が集まる酒の祭典。酒造家と消費者の交流、新しい銘柄の発見。","","",""
"272","秋のこども写生大会","","fam","千葉県・富里市","マザー牧場","https://www.motherfarm.co.jp/","chiba","2026-09-01","2026-11-30","","","","","","","","","","","","","","","","","","","小学生無料（同伴者割引あり）","","","","","","","","マザー牧場公式サイト","https://www.motherfarm.co.jp/","https://www.motherfarm.co.jp/event/","35.2264","139.928","牧場内の風景や動物をテーマにした写生大会。お花や動物たちなどを描いてみるイベント。参加小学生は入場無料で、同伴者も割引あり。","","乗用車1,000円（16時以降は500円）","JR内房線 君津駅（直通バス約35分）"
"273","さつまいも掘り","","exp","千葉県・富里市","マザー牧場","https://www.motherfarm.co.jp/","chiba","2026-09-12","2026-10-31","","","","","","","","","","","","","","","","","","","体験料500円（4歳以上）＋さつまいも代4株1,000円（入園料別途・一般1,800円）","","","","","","2026-09-05","4歳以上は体験料が必要","マザー牧場公式サイト","https://www.motherfarm.co.jp/","https://www.motherfarm.co.jp/experience/","35.2264","139.928","秋の味覚である『さつまいも掘り』の体験プログラム。9月12日がスタート日。","軍手1双100円は別売","乗用車1,000円（16時以降は500円）","JR内房線 君津駅（直通バス約35分）"
"274","マザー牧場グランピング THE FARM シーズンイベント","","exp","千葉県・富里市","マザー牧場グランピング THE FARM","","chiba","2026-09-02","2026-12-02","","","","","","","","","","","","","","","","","","","グランピング宿泊者向けの季節企画（宿泊料金に内包／宿泊者はマザー牧場入場料・駐車料無料）。単品のクラフトキット等は500円～","","","","","","2026-09-21","","マザー牧場公式サイト","https://www.motherfarm.co.jp/","https://www.motherfarm.co.jp/","","","季節ごとに変わる楽しさで思い出作り。牧場内のグランピング施設で提供される季節限定のシーズンイベント。","","",""
"275","BREW at the ZOO 2026","","fest","千葉県・千葉市緑区","千葉市立動物公園","","chiba","2026-09-19","2026-10-12","","","","","","","","","","","","","","","","","","","大人800円（入園料）","800","","","","","2026-09-05","","千葉市立動物公園公式サイト","https://www.city.chiba.jp/zoo/","https://www.city.chiba.jp/zoo/zoo-event/index.html","","","クラフトビール愛好家のための祭典。動物公園内で開催される特別なクラフトビール企画。9月19-23日、10月10-12日に実施。","クラフトビール・フード等は別売","",""
"276","ちばZOOフェスタ・2026","","fest","千葉県・千葉市緑区","千葉市立動物公園","","chiba","2026-11-03","2026-11-08","","","","","","","","","","","","","","","","","","","大人800円（入園料）","800","","","","","2026-09-05","","千葉市立動物公園公式サイト","https://www.city.chiba.jp/zoo/","https://www.city.chiba.jp/zoo/zoo-event/index.html","","","千葉市立動物公園による大規模な秋祭りイベント。11月3日、7日、8日に開催される複数日程の動物園祭り。","","",""
"277","ベルーガ50th Anniversary記念営業","","art","千葉県・鴨川市","鴨川シーワールド","https://www.kamogawa-seaworld.jp/","chiba","2026-09-01","2026-12-02","","","","","","","","","","","","","","","","","","","大人3,300円（入館料）","3300","","","","","2026-09-05","","鴨川シーワールド公式サイト","https://www.kamogawa-seaworld.jp/","https://www.kamogawa-seaworld.jp/event/event_info/","35.1122","140.1544","ベルーガ（シロイルカ）の50周年記念を祝う特別営業期間。水族館全体で記念イベントと特別企画を実施。","ベルーガ50th記念の特別上映・限定メニューは入館料に含む（メニューのみ別料金）","普通車1,200円（1日）","JR外房線 安房鴨川駅（無料送迎バス約10分）"
"278","コスモスまつり","","exp","千葉県・船橋市","ふなばしアンデルセン公園","https://www.park-funabashi.or.jp/and/","chiba","2026-10-01","2026-10-31","","","","","","","","","","","","","","","","","","","一般900円（入園料）","900","","","","","2026-09-05","","ふなばしアンデルセン公園公式サイト","https://www.park-funabashi.or.jp/and/","https://www.park-funabashi.or.jp/and/aevents/","35.7383","140.0522","公園内の色彩豊かなコスモス花畑を楽しむ秋の祭典。10月1日から31日まで開催される季節の花を主役にした月間イベント。","","普通車500円（冬期300円）","新京成線 三咲駅（バス約12分）"
"279","ハロウィン工作","","fam","千葉県・船橋市","ふなばしアンデルセン公園","https://www.park-funabashi.or.jp/and/","chiba","2026-10-17","2026-10-31","","","","","","","","","","","","","","","","","","","ふなばしアンデルセン公園 入園料：大人900円／高校生600円／小中学生200円／幼児（4歳以上）100円（別途、個別のワークショップ回ごとに参加費・材料費あり。例：10/18開催「ハロウィンの壁掛け飾り作り」は参加費1,500円）","","","","","","2026-09-21","","ふなばしアンデルセン公園公式サイト","https://www.park-funabashi.or.jp/and/","https://www.park-funabashi.or.jp/and/aevents/","35.7383","140.0522","ハロウィンをテーマにした工作体験プログラム。子どもたちがハロウィン関連の工作を製作できるクリエイティブなイベント。","","普通車500円（冬期300円）","新京成線 三咲駅（バス約12分）"
"280","武満徹の肖像","","art","茨城県・水戸市","水戸芸術館","https://www.arttowermito.or.jp/","ibaraki","2026-09-26","2026-09-26","","","","","","","","","","","","","","","","","","","一般4,500円／U-25（25歳以下）1,500円","4500","","","","","2026-09-05","","水戸芸術館公式サイト","https://www.arttowermito.or.jp/","https://www.arttowermito.or.jp/hall/lineup/","36.3804","140.4658","日本を代表する作曲家・武満徹の音楽と人生を表現する特別企画。彼の作品を通じてその芸術的な足跡を辿る音楽イベント。","10/4「今昔雅楽集 四」公演とのセット券7,000円あり","市営五軒町駐車場(地下217台・立体283台、30分無料/以降30分ごと100円、1日上限700円)","JR水戸駅北口バスターミナルからバス約10分「泉町1丁目」下車徒歩2分"
"281","今昔雅楽集 四","","art","茨城県・水戸市","水戸芸術館","https://www.arttowermito.or.jp/","ibaraki","2026-10-04","2026-10-04","","","","","","","","","","","","","","","","","","","一般4,500円／U-25（25歳以下）1,500円","4500","","","","","2026-09-05","","水戸芸術館公式サイト","https://www.arttowermito.or.jp/","https://www.arttowermito.or.jp/hall/lineup/","36.3804","140.4658","雅楽の古典と現代の作品を融合させた音楽企画。伝統と創新が調和する特別な音響体験。日本の古典音楽の魅力を再発見する舞台。","9/26「武満徹の肖像」公演とのセット券7,000円あり","市営五軒町駐車場(地下217台・立体283台、30分無料/以降30分ごと100円、1日上限700円)","JR水戸駅北口バスターミナルからバス約10分「泉町1丁目」下車徒歩2分"
"282","MCO118","","art","茨城県・水戸市","水戸芸術館","https://www.arttowermito.or.jp/","ibaraki","2026-10-23","2026-10-24","","","","","","","","","","","","","","","","","","","S席8,000円／A席6,500円／B席5,000円／U-25（25歳以下）2,500円","8000","","","","","2026-09-05","","水戸芸術館公式サイト","https://www.arttowermito.or.jp/","https://www.arttowermito.or.jp/hall/lineup/","36.3804","140.4658","モーツァルトの協奏交響曲を中心とした古典派音楽の演奏会。2日間にわたって開催される質の高い音楽鑑賞の機会。","","市営五軒町駐車場(地下217台・立体283台、30分無料/以降30分ごと100円、1日上限700円)","JR水戸駅北口バスターミナルからバス約10分「泉町1丁目」下車徒歩2分"
"283","内田光子ピアノ・リサイタル","","art","茨城県・水戸市","水戸芸術館","https://www.arttowermito.or.jp/","ibaraki","2026-11-08","2026-11-08","","","","","","","","","","","","","","","","","","","A席13,000円／B席11,000円","13000","","","","","2026-09-05","","水戸芸術館公式サイト","https://www.arttowermito.or.jp/","https://www.arttowermito.or.jp/hall/lineup/","36.3804","140.4658","世界的に活躍するピアニスト・内田光子によるリサイタル。ピアノ音楽の最高峰を体験する特別な夜。","2026年9月5日時点で予定枚数終了。キャンセル待ち対応あり","市営五軒町駐車場(地下217台・立体283台、30分無料/以降30分ごと100円、1日上限700円)","JR水戸駅北口バスターミナルからバス約10分「泉町1丁目」下車徒歩2分"
"284","レ・ヴァン・フランセ（フレンチウインド・アンサンブル）","","art","茨城県・水戸市","水戸芸術館","https://www.arttowermito.or.jp/","ibaraki","2026-11-20","2026-11-20","","","","","","","","","","","","","","","","","","","A席8,000円／B席7,000円／U-25（25歳以下）2,500円","8000","","","","","2026-09-05","","水戸芸術館公式サイト","https://www.arttowermito.or.jp/","https://www.arttowermito.or.jp/hall/lineup/","36.3804","140.4658","フランス木管楽器アンサンブルの華麗なる演奏。フレンチ・クラシックの魅力に満ちた音楽公演。","","市営五軒町駐車場(地下217台・立体283台、30分無料/以降30分ごと100円、1日上限700円)","JR水戸駅北口バスターミナルからバス約10分「泉町1丁目」下車徒歩2分"
"285","名手名歌手34","","art","茨城県・水戸市","水戸芸術館","https://www.arttowermito.or.jp/","ibaraki","2026-11-29","2026-11-29","","","","","","","","","","","","","","","","","","","全席自由1,500円","1500","","","","","2026-09-05","","水戸芸術館公式サイト","https://www.arttowermito.or.jp/","https://www.arttowermito.or.jp/hall/lineup/","36.3804","140.4658","第34回を迎える著名音楽家による共演シリーズ。声楽とその他の楽器による融合的な音楽表現。日本の音楽文化を代表する企画。","","市営五軒町駐車場(地下217台・立体283台、30分無料/以降30分ごと100円、1日上限700円)","JR水戸駅北口バスターミナルからバス約10分「泉町1丁目」下車徒歩2分"
"286","ハロウィンアクアワールド2026","","fest","茨城県・東茨城郡大洗町","アクアワールド茨城県大洗水族館","https://www.aquaworld-oarai.com/","ibaraki","2026-10-01","2026-10-31","","","","","","","","","","","","","","","","","","","大人2,300円（入館料）","2300","","","","","2026-09-05","","アクアワールド大洗公式サイト","https://www.aquaworld-oarai.com/","https://www.aquaworld-oarai.com/event/","36.3196","140.6083","10月1日から開始されるハロウィンテーマの月間イベント。『ドキドキワクワク！？』というテーマで、水族館内でハロウィン雰囲気を演出。","","一般駐車場(無料・約750台)。混雑期は隣接の臨時駐車場も無料開放","ひたちなか海浜鉄道湊線「那珂湊駅」、鹿島臨海鉄道大洗鹿島線「大洗駅」"
"287","大洗海上花火大会2026","","fest","茨城県・東茨城郡大洗町","大洗サンビーチ","","ibaraki","2026-09-26","2026-09-26","","","","","","","","","","","","","","","","","","","無料(有料観覧席あり)","","","","","","","","ウォーカープラス・大洗町公式","https://hanabi.walkerplus.com/detail/ar0308e00860/","https://www.town.oarai.lg.jp/","","","関東最大級の花火大会。約20,000発の打ち上げ。打上数の大幅増と豪華な花火演出で知られる。海上からの打ち上げによる迫力のある映像を提供。","","",""
"288","おおあみしらさとの花火","","fest","千葉県・大網白里市","白里海岸","","chiba","2026-09-26","2026-09-26","","","","","","","","","","","","","","","","","","","無料","","","","","","","","ウォーカープラス","https://hanabi.walkerplus.com/calendar/09/ar0300/2.html","","","","千葉県の秋を彩る花火大会。白里海岸から打ち上げられる花火は、太平洋の景観とマッチした迫力ある映像を提供。地元の風物詩として親しまれるイベント。","","",""
"289","Hirosaki University Tsugaru Shamisen Circle Performance","","ent","神奈川県・横浜市","三溪園","https://www.sankeien.or.jp/","kanagawa","2026-09-26","2026-09-26","","","","","","","","","","","","","","","","","","","無料（三溪園入園料のみで鑑賞可・一般900円）","900","","","","","2026-09-05","","公式サイト","https://www.sankeien.or.jp/","https://www.sankeien.or.jp/","35.4132","139.6653","津軽三味線の伝統楽器演奏","予約不要の無料公演。入園料以外の参加費の記載なし","正門隣接駐車場(乗用車2時間まで1,000円、以降30分ごと200円、1日上限なし／バス1台1,000円)",""
"290","★仮面ライダーマイス ショー","","fam","埼玉県","東武動物公園","https://www.tobuzoo.com/","saitama","2026-09-20","","","","","","","","","","","","","","","","","","","","大人2,300円","2300","","","","","2026-09-05","","公式サイト","https://www.tobuzoo.com/","","36.0249605","139.7265721","","","平日1,000円・土日祝1,500円（8/12〜14は特異日で1,500円）","東武動物公園駅 西口 徒歩10分・バス約5分"
"291","湖上の花火大会・メッツァの北欧花火開催日","","fam","埼玉県","ムーミンバレーパーク","https://metsa-hanno.com/","saitama","2026-09-12","","","","","","","","","","","","","","","","","","","","おとな前売3,900円・当日4,300円（1デーパス）","3900","","","","","2026-09-05","","公式サイト","https://metsa-hanno.com/","","35.8719763","139.3258264","","","普通車 平日1,000円／日（2時間無料）・土日祝1,500円／日、事前予約不可","JR八高線・西武池袋線 東飯能駅／JR川越線 高麗川駅から無料シャトルバス、飯能駅からバス"
"292","イルミネーションも花火も楽しめるお得なパスは16時から！","","fam","埼玉県","ムーミンバレーパーク","https://metsa-hanno.com/","saitama","2026-09-12","","","","","","","","","","","","","","","","","","","","ナイトパス（16時から入園）：当日2,500円／前売2,300円","2500","","","","","2026-09-21","","公式サイト","https://metsa-hanno.com/","","35.8719763","139.3258264","","","普通車 平日1,000円／日（2時間無料）・土日祝1,500円／日、事前予約不可","JR八高線・西武池袋線 東飯能駅／JR川越線 高麗川駅から無料シャトルバス、飯能駅からバス"
"293","【9月】ショースケジュール2026","","fam","埼玉県","ムーミンバレーパーク","https://metsa-hanno.com/","saitama","2026-09-01","","","","","","","","","","","","","","","","","","","","おとな前売3,900円・当日4,300円（1デーパス）","3900","","","","","2026-09-05","","公式サイト","https://metsa-hanno.com/","","35.8719763","139.3258264","","ショー観覧は入園料に含む","普通車 平日1,000円／日（2時間無料）・土日祝1,500円／日、事前予約不可","JR八高線・西武池袋線 東飯能駅／JR川越線 高麗川駅から無料シャトルバス、飯能駅からバス"
"294","生活応援キャンペーン ～秋～","","fam","埼玉県","ムーミンバレーパーク","https://metsa-hanno.com/","saitama","2026-09-05","","","","","","","","","","","","","","","","","","","","入園料は日程・パスの種類により変動（通常1デーパス目安：おとな3,600円前後、時期により2,600円台の場合もあり）。公式サイト料金案内で要確認","","","","","","2026-09-21","","公式サイト","https://metsa-hanno.com/","","35.8719763","139.3258264","","","普通車 平日1,000円／日（2時間無料）・土日祝1,500円／日、事前予約不可","JR八高線・西武池袋線 東飯能駅／JR川越線 高麗川駅から無料シャトルバス、飯能駅からバス"
"295","タイル作家「maple garden」によるタイルのワークショップ","","fam","埼玉県","ムーミンバレーパーク","https://metsa-hanno.com/","saitama","2026-09-12","","","","","","","","","","","","","","","","","","","","参加費：コースター3,500円〜／カフェトレイ4,900円〜（入園料別途）","3500","","","","","2026-09-05","サイズにより料金が異なる","公式サイト","https://metsa-hanno.com/","","35.8719763","139.3258264","","","普通車 平日1,000円／日（2時間無料）・土日祝1,500円／日、事前予約不可","JR八高線・西武池袋線 東飯能駅／JR川越線 高麗川駅から無料シャトルバス、飯能駅からバス"
"296","KOKEMUS 3F 体感展示エリア「それからどうなるの？」","","fam","埼玉県","ムーミンバレーパーク","https://metsa-hanno.com/","saitama","2026-09-21","","","","","","","","","","","","","","","","","","","","おとな前売3,900円・当日4,300円（1デーパス）","3900","","","","","2026-09-05","","公式サイト","https://metsa-hanno.com/","","35.8719763","139.3258264","","KOKEMUS常設展示は入園料に含む","普通車 平日1,000円／日（2時間無料）・土日祝1,500円／日、事前予約不可","JR八高線・西武池袋線 東飯能駅／JR川越線 高麗川駅から無料シャトルバス、飯能駅からバス"
"297","4F ワークショップルーム","","fam","埼玉県","角川武蔵野ミュージアム","https://kadcul.com/","saitama","2026-09-20","","","","","","","","","","","","","","","","","","","","施設利用料（有料催事利用）：8,000円／1時間（営業時間外は25％増）","","","","","","2026-09-21","","公式サイト","https://kadcul.com/","","35.797689","139.5078666","","","あり","JR武蔵野線「東所沢」駅 徒歩約10分"
"298","講師	中田泉美（草月流師範・認定ワークショップデザイナー ）","","fam","千葉県","千葉市美術館","https://www.ccma-net.jp/","chiba","2026-09-26","","","","","","","","","","","","","","","","","","","","参加費1,700円（画材費込）＋常設展観覧券別途（一般300円）","1700","","","","","2026-09-05","18歳以上対象","公式サイト","https://www.ccma-net.jp/","","35.6086","140.1233","","","あり","JR千葉駅東口（徒歩約15分）／千葉都市モノレール 葭川公園駅（徒歩5分）"
"299","つくりかけラボ21 関連イベント","","fam","千葉県","千葉市美術館","https://www.ccma-net.jp/","chiba","2026-09-26","","","","","","","","","","","","","","","","","","","","無料","0","","","","","2026-09-05","","公式サイト","https://www.ccma-net.jp/","","35.6086","140.1233","","つくりかけラボ21関連ワークショップ。事前申込制","あり","JR千葉駅東口（徒歩約15分）／千葉都市モノレール 葭川公園駅（徒歩5分）"
"300","その他のイベント","","fam","千葉県","千葉県立美術館","https://www.chiba-muse.or.jp/ART/","chiba","2026-09-06","","","","","","","","","","","","","","","","","","","","無料","0","","","","","2026-09-05","","公式サイト","https://www.chiba-muse.or.jp/ART/","","35.6073","140.1064","","重ね捺しスタンプラリー","78台無料（隣接する千葉ポートパーク駐車場も利用可）","JR京葉線・千葉都市モノレール 千葉みなと駅（徒歩約10分）"
"301","ワークショップ","","fam","千葉県","千葉県立美術館","https://www.chiba-muse.or.jp/ART/","chiba","2026-09-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","公式サイト","https://www.chiba-muse.or.jp/ART/","","35.6073","140.1064","","","78台無料（隣接する千葉ポートパーク駐車場も利用可）","JR京葉線・千葉都市モノレール 千葉みなと駅（徒歩約10分）"
"302","「ひらく、めくる、めぐるー印刷博物館の美しい印刷」常設ワークショップ","","fam","千葉県","千葉県立美術館","https://www.chiba-muse.or.jp/ART/","chiba","2026-09-06","","","","","","","","","","","","","","","","","","","","無料","0","","","","","2026-09-05","","公式サイト","https://www.chiba-muse.or.jp/ART/","","35.6073","140.1064","","常設ワークショップ","78台無料（隣接する千葉ポートパーク駐車場も利用可）","JR京葉線・千葉都市モノレール 千葉みなと駅（徒歩約10分）"
"303","ワークショップ","","fam","千葉県","千葉県立美術館","https://www.chiba-muse.or.jp/ART/","chiba","2026-08-30","","","","","","","","","","","","","","","","","","","","500円","500","","","","","2026-09-05","","公式サイト","https://www.chiba-muse.or.jp/ART/","","35.6073","140.1064","","事前申込制・抽選（受付は終了済み）","78台無料（隣接する千葉ポートパーク駐車場も利用可）","JR京葉線・千葉都市モノレール 千葉みなと駅（徒歩約10分）"
"304","ZOZOのワークショップ 古着でバッグをつくろう！","","fam","千葉県","千葉県立美術館","https://www.chiba-muse.or.jp/ART/","chiba","2026-08-30","","","","","","","","","","","","","","","","","","","","無料","0","","","","","2026-09-05","","公式サイト","https://www.chiba-muse.or.jp/ART/","","35.6073","140.1064","","古着のTシャツを持参","78台無料（隣接する千葉ポートパーク駐車場も利用可）","JR京葉線・千葉都市モノレール 千葉みなと駅（徒歩約10分）"
"305","体験と学びスケジュール / Experience and learning","","fam","千葉県","千葉県立美術館","https://www.chiba-muse.or.jp/ART/","chiba","2026-08-30","","","","","","","","","","","","","","","","","","","","","","","","","","","","公式サイト","https://www.chiba-muse.or.jp/ART/","","35.6073","140.1064","","","78台無料（隣接する千葉ポートパーク駐車場も利用可）","JR京葉線・千葉都市モノレール 千葉みなと駅（徒歩約10分）"
"306","展示・イベント","","fam","千葉県","国立歴史民俗博物館","https://www.rekihaku.ac.jp/","chiba","2026-08-30","","","","","","","","","","","","","","","","","","","","一般900円（高校生以下無料）","900","","","","","2026-09-05","","公式サイト","https://www.rekihaku.ac.jp/","","35.7186","140.2258","","","あり","JR総武本線 佐倉駅／京成本線 京成佐倉駅（バス約15分・徒歩約15分）"
"307","ミュージアム・コンサート","","fam","千葉県","佐倉市立美術館","https://www.city.sakura.lg.jp/section/museum/","chiba","2026-09-20","","","","","","","","","","","","","","","","","","","","無料","0","","","","","2026-09-05","","公式サイト","https://www.city.sakura.lg.jp/section/museum/","","35.7217","140.2261","","申込不要","夢咲くら館駐車場（3時間まで無料）","京成本線 京成佐倉駅（徒歩8分）"
"308","筑波宇宙センター夏休みイベントのお知らせ","","fam","茨城県","JAXA筑波宇宙センター","https://visit-tsukuba.jaxa.jp/","ibaraki","2026-11-28","","","","","","","","","","","","","","","","","","","","無料","0","","","","","2026-09-05","","公式サイト","https://visit-tsukuba.jaxa.jp/","","36.0684","140.1303","","","見学者駐車場(50台)","つくばエクスプレス「つくば駅」からバス約10分「物質材料研究機構」下車徒歩1分"
"309","再オープン記念 令和8年度第1期所蔵品展 特集：丸山純子 呼吸する庭","","art","神奈川県・横須賀市","横須賀美術館","https://yokosuka-moa.jp/","kanagawa","2026-09-05","2027-01-17","","","","","","","","","","","","","","","","","","","一般450円／高校生・大学生・65歳以上350円／中学生以下無料","450","","","","","2026-09-05","","横須賀美術館公式サイト","https://yokosuka-moa.jp/","https://yokosuka-moa.jp/","35.2884","139.6807","改修工事を経た横須賀美術館の再オープンを記念する所蔵品展の特集として、庭や植物をモチーフにした現代美術作家・丸山純子の作品を紹介。9月13日と10月31日には作家本人を招いたワークショップも予定している。","前回確認済み、美術館9/5再オープンに合わせて開催","普通車120台、320円（1時間）以降30分160円（1日上限1,600円）","京急線「馬堀海岸」駅からバス約10分徒歩2分"
"310","こども応援キャンペーン","","","","ムーミンバレーパーク","https://metsa-hanno.com/","saitama","2026-09-05","2026-10-31","","","","","","","","","","","2026-08-29","False","","","","","","","割引あり","","","","","","","","","https://metsa-hanno.com/","","35.8719763","139.3258264","子ども向け料金割引キャンペーン。秋の行楽シーズンに向けて、家族連れを対象とした特別企画。9月5-6日および継続開催。","9月21日は敬老の日で65歳以上無料","あり","JR八高線・西武池袋線 東飯能駅／JR川越線 高麗川駅から無料シャトルバス、飯能駅からバス"
"311","秋のいちじく狩り2026","アキノイチジクガリ2026","","","マザー牧場","https://www.motherfarm.co.jp/","chiba","2026-09-01","2026-10-15","","","","","","","","","","","2026-08-29","False","","","","","","","別途料金","","","","","","","","","https://www.motherfarm.co.jp/","","35.2264","139.928","秋の行楽シーズンを迎えて、農園での果実狩り体験。甘いいちじくを自分で収穫する体験。イースト農園で9:00～受付。先着順・予約不可。","実がなくなり次第終了。雨天時は中止の場合あり","あり","JR内房線 君津駅（直通バス約35分）"
"312","ブルーベリー摘み","ブルーベリーツミ","","","マザー牧場","https://www.motherfarm.co.jp/","chiba","2026-09-01","2026-10-15","","","","","","","","","","","2026-08-29","False","","","","","","","別途料金","","","","","","","","","https://www.motherfarm.co.jp/","","35.2264","139.928","牧場の農園でブルーベリーの摘み取り体験。新鮮な小粒の果実を自分で収穫できる。9:00～受付。先着順・予約不可。","雨天時は中止の場合あり","あり","JR内房線 君津駅（直通バス約35分）"
"313","アンゴン（クラゲ）スペシャル展示","アンゴンスペシャルテンジ","","","鴨川シーワールド","https://www.kamogawa-seaworld.jp/","chiba","2026-08-29","","","","","","","","","","","","2026-08-29","False","","","","","","","入園料に含む","","","","","","","","","https://www.kamogawa-seaworld.jp/","","35.1122","140.1544","クラゲ生命（Kurage Life）施設での夏の危険なクラゲ種の特別展示。海の生き物の多様性や生態を学べる常設・期間限定展示。","期間限定の季節展示","あり","JR外房線 安房鴨川駅（無料送迎バス約10分）"
"314","初めてのベルーガ プレミアムプラン","ハジメテノベルーガプレミアムプラン","","","鴨川シーワールド","https://www.kamogawa-seaworld.jp/","chiba","2026-09-01","","","","","","","","","","","","2026-08-29","False","","","","","","","別途料金","","","","","","","","","https://www.kamogawa-seaworld.jp/","","35.1122","140.1544","若いベルーガクジラとの特別な出会いプログラム。白クジラの近くで観察・撮影できる貴重な体験。数量限定の特別企画。","要事前予約。数量限定","あり","JR外房線 安房鴨川駅（無料送迎バス約10分）"
"315","第324回 観察会『衣（い）になる植物』","","","","国立歴史民俗博物館","https://www.rekihaku.ac.jp/","chiba","2026-09-26","2026-09-26","","","","","","","","","","","2026-08-29","False","","","","","","","入館料に含む","","","","","","","","","https://www.rekihaku.ac.jp/","","35.7186","140.2258","植物苑での観察会。衣料や布製品の原材料となる植物を実際に見て学ぶ。織物と民俗文化の関わりを体験する教育プログラム。","要事前参加登録。9月26日（土）開催","あり","JR総武本線 佐倉駅／京成本線 京成佐倉駅（バス約15分・徒歩約15分）"
"316","企画展示『アイヌ民族と博覧会―150年の経験―』","","","","国立歴史民俗博物館","https://www.rekihaku.ac.jp/","chiba","2026-10-06","2026-11-29","","","","","","","","","","","2026-08-29","False","","","","","","","入館料","","","","","","","","","https://www.rekihaku.ac.jp/","","35.7186","140.2258","アイヌ民族と日本の博覧会の150年の歴史と経験について展示する企画展。先住民文化と現代社会の関わりを紹介。","2ヶ月間の長期展示","あり","JR総武本線 佐倉駅／京成本線 京成佐倉駅（バス約15分・徒歩約15分）"
